999	130	450904 
999	130	155416 
999	130	152582 
999	130	152232 
999	130	152125 
999	130	152114 
999	130	152090 
999	130	152072 
999	130	152058 
999	130	152042 
999	130	152018 
999	130	152012 
999	130	152008 
999	130	152003 
999	130	152002 
999	130	151999 
999	130	151991 
999	130	151988 
999	130	151986 
999	130	151983 
999	130	151975 
999	130	151877 
999	130	151713 
999	130	151491 
999	130	150300 
999	130	150113 
999	130	150020 
999	130	150019 
999	130	150016 
999	130	150015 
999	130	149994 
999	130	149973 
999	130	149961 
999	130	149951 
999	130	149945 
999	130	149926 
999	130	149918 
999	130	149900 
999	130	149861 
999	130	149818 
999	130	149799 
999	130	149793 
999	130	149779 
999	130	149767 
999	130	149746 
999	130	149731 
999	130	149726 
999	130	149726 
999	130	149725 
999	130	149724 
999	130	149723 
999	130	149702 
999	130	149695 
999	130	149694 
999	130	149690 
999	130	149682 
999	130	149664 
999	130	149614 
999	130	149484 
999	130	149412 
999	130	149254 
999	130	149042 
999	130	148821 
999	130	148601 
999	130	148513 
999	130	148462 
999	130	148361 
999	130	148086 
999	130	147832 
999	130	147495 
999	130	147350 
999	130	147347 
999	130	147343 
999	130	147341 
999	130	147335 
999	130	147332 
999	130	147331 
999	130	147330 
999	130	147329 
999	130	147297 
999	130	147287 
999	130	147286 
999	130	147285 
999	130	147285 
999	130	147285 
999	130	147285 
999	130	147284 
999	130	147263 
999	130	147259 
999	130	147249 
999	130	147220 
999	130	147202 
999	130	147196 
999	130	147186 
999	130	147179 
999	130	147167 
999	130	147116 
999	130	147085 
999	130	147031 
999	130	147029 
999	130	147026 
999	130	147000 
999	130	146936 
999	130	146856 
999	130	146752 
999	130	146595 
999	130	146422 
999	130	146263 
999	130	146213 
999	130	146178 
999	130	146177 
999	130	146176 
999	130	146173 
999	130	146168 
999	130	146163 
999	130	146153 
999	130	146152 
999	130	146128 
999	130	145976 
999	130	144974 
999	130	143528 
999	130	143165 
999	130	141926 
999	130	141902 
999	130	141590 
999	130	140938 
999	130	136056 
999	130	121346 
999	130	99864 
999	130	79562 
