AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0	0	10000/10000
AF409137#1#AF409137.1_NW_LW_Neethling_Warmbaths_LW_South_Africa_Warmbaths_calf	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.000938904	0	9617/10000
AF409138#1#AF409138.1_Neethling_vaccine_LW_1959_South_Africa	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.0114597	0	6476/10000
KX683219#1#KX683219.1_KSGP_0240_Kenya_1974_Ovis_aries	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	3.8141e-05	0	9984/10000
KX764643#1#KX764643.1_SIS_Lumpyvax_vaccine_South_Africa_1999_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.0114419	0	6480/10000
KX764644#1#KX764644.1_Neethling_Herbivac_vaccine_South_Africa_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.0114152	0	6486/10000
KX764645#1#KX764645.1_Neethling___vaccine_OBP_South_Africa_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.0113974	0	6490/10000
KX894508#1#KX894508.1_155920_2012_Israel_19_Dec_2012_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.00104272	0	9576/10000
KY702007#1#KY702007.1_SERBIA_Bujanovac_2016_Serbia_07_Jun_2016_cattle	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.00103256	0	9580/10000
KY829023#1#KY829023.3_Evros_GR_15_Greece_18_Aug_2015_cattle	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.00106051	0	9569/10000
MG972412#1#MG972412.1_Cro2016_Croatia_2016_cattle	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.0114687	0	6474/10000
MH646674#1#MH646674.1_Russia_Saratov_2017_Russia_2017_Bos_taurus_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.00719233	0	7541/10000
MH893760#1#MH893760.2_Russia_Dagestan_2015_Russia_2015_Bos_taurus_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.00100973	0	9589/10000
MK441838#1#MK441838.1_Herbivac_LS_batch_008_South_Africa_2011_bovine	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.0114597	0	6476/10000
MN072619#1#MN072619.1_Kenya_cattle	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	6.44162e-05	0	9973/10000
MN636838#1#MN636838.1___58_LP_RSA_1993_South_Africa_1993_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.0113974	0	6490/10000
MN636839#1#MN636839.1___103_GP_RSA_1991_South_Africa_1991_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.011433	0	6482/10000
MN636840#1#MN636840.1___248_NW_RSA_1993_South_Africa_1993_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.0113796	0	6494/10000
MN636841#1#MN636841.1___220_1_NW_RSA_1993_South_Africa_1993_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.0113796	0	6494/10000
MN636842#1#MN636842.1___220_2_NW_RSA_1993_South_Africa_1993_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.0113796	0	6494/10000
MN636843#1#MN636843.1___148_GP_RSA_1997_South_Africa_1997_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.0113929	0	6491/10000
MN642592#1#MN642592.1_Kubash_KAZ_16_Kazakhstan_Atyrau_region_07_Jul_2016_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.00108851	0	9558/10000
MN995838#1#MN995838.1_pendik_Turkey_13_Aug_2014_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.00104526	0	9575/10000
MT007950#1#MT007950.1_UNVERIFIED_Namibia_2016_9F_Namibia_Sep_2016_cattle	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.00103003	0	9581/10000
MT007951#1#MT007951.1_UNVERIFIED_Namibia_2016_10F_Namibia_Sep_2016_cattle	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.00187636	0	9256/10000
MT134042#1#MT134042.1_Russia_Udmurtiya_2019_Russia_Udmurtiya_03_Mar_2019_cattle	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.00470245	0	8281/10000
MT643825#1#MT643825.1_210__249_BUL_16_Bulgaria_Yambol_region_15_Jun_2016_Bos_taurus	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.00106306	0	9568/10000
MW355944#1#MW355944.1_China_GD01_2020_China_Jul_2020_cattle	AF325528#1#AF325528.1_NI_2490_Neethling_2490_Kenya_1958	0.0061592	0	7836/10000
